0,1
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1102"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-06-04 14:40:42"") OR ([ds6w:modified]>""2024-05-17 13:32:24"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1102"" that were created before June 4, 2020, 14:40:42 or after May 17, 2024, 13:32:24."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1SWnL2CsQn6OZIAnJzh82g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-08-19 02:14:24"") OR ([ds6w:modified]>""2024-05-21 00:55:31"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1SWnL2CsQn6OZIAnJzh82g"" that were modified before August 19, 2019, or after May 21, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Zh-PSsogQZat5r_0JkcwYg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-09-18 16:09:38"") OR ([ds6w:modified]>""2024-04-26 14:17:59"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:Zh-PSsogQZat5r_0JkcwYg"" that were created before September 18, 2019, or after April 26, 2024."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:203"")",Find the resource with the given resource UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:wnISBQBhQVCij4Ab-b3zAw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-03-26 18:41:43"") OR ([ds6w:modified]>""2024-05-20 16:39:12"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:wnISBQBhQVCij4Ab-b3zAw"" that were modified before March 26, 2018, 18:41:43 or after May 20, 2024, 16:39:12."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:746"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2012-09-11 14:32:04"") OR ([ds6w:modified]>""2024-05-20 08:26:08"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:746"" that were modified before September 11, 2012, 14:32:04 or after May 20, 2024, 08:26:08."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:wsuffRBQR5qFrEdDcM0ZJg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-11-17 20:43:09"") OR ([ds6w:modified]>""2024-05-20 15:28:12"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:wsuffRBQR5qFrEdDcM0ZJg"" that were modified before November 17, 2019, 20:43:09 or after May 20, 2024, 15:28:12."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:HaQ4nhwRRhGYWNu3chlf9g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-04-15 03:50:48"") OR ([ds6w:modified]>""2022-04-06 15:28:13"")))","Find all posts, ideas, or questions in the community ""HaQ4nhwRRhGYWNu3chlf9g"" that were modified before April 15, 2020, or after April 6, 2022."
"[ds6w:resourceUid]:(""iam:ege1"" BOR ""e672105b-505b-44e8-93b3-dd7770ac0bd0"" BOR ""iam:b64"")","Find resources with resource UID equal to iam:ege1, e672105b-505b-44e8-93b3-dd7770ac0bd0, or iam:b64."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2ej4JGK3QSuTY2L7_KQZOg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-03-30 19:55:46"") OR ([ds6w:modified]>""2024-05-20 06:00:31"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2ej4JGK3QSuTY2L7_KQZOg"" that were modified before March 30, 2022, 19:55:46 or after May 20, 2024, 06:00:31."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:Fblo20k3R1OFF5CKAibV1Q"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:kZkQjAqLTKeZYYcbbLZwHg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-10-06 11:40:34"") OR ([ds6w:modified]>""2024-05-20 11:24:01"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:kZkQjAqLTKeZYYcbbLZwHg"" that were modified before October 6, 2022, 11:40:34 or after May 20, 2024, 11:24:01."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:SUGP42vtSt-wD82WsTV06w"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-01-31 11:01:32"") OR ([ds6w:modified]>""2024-04-29 11:40:09"")))","Find all posts, ideas, or questions in the community SUGP42vtSt-wD82WsTV06w, created between January 31, 2019, and April 29, 2024."
"([ds6w:what]=""NewsCAS"")",Find me all entities with what is NewsCAS.
[ds6w:resourceUid]:(96d9b7ca-2384-41d1-ad22-8e698ff75910 OR 651f3736-020e-4097-8dcf-c32c6c202f50 OR a22cf33f-0cc5-4cdc-a0e1-6389b4a2ecfd OR 180a6c22-bd1a-4eaa-9892-a9279fe0a8c1),"Find resources with resource UIDs 96d9b7ca-2384-41d1-ad22-8e698ff75910, 651f3736-020e-4097-8dcf-c32c6c202f50, a22cf33f-0cc5-4cdc-a0e1-6389b4a2ecfd, or 180a6c22-bd1a-4eaa-9892-a9279fe0a8c1."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:CsuzNSzCQQOUScUSOg9qCQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-01-20 19:23:30"") OR ([ds6w:modified]>""2024-05-15 14:12:03"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:CsuzNSzCQQOUScUSOg9qCQ"" that were modified before January 20, 2021, 19:23:30 or after May 15, 2024, 14:12:03."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1875"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-06-03 13:09:07"") OR ([ds6w:modified]>""2024-05-15 19:51:55"")))","Find all posts, ideas, or questions in the community 1875, created before June 3, 2016, 13:09:07 or after May 15, 2024, 19:51:55, and contained within the container UID swym:215dsi0708:DSEXT001:community:1875."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:484COUTnQDqgfQUoFd3TiQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-10-04 11:35:13"") OR ([ds6w:modified]>""2024-05-21 02:45:23"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:484COUTnQDqgfQUoFd3TiQ"" that were modified between October 4, 2021, 11:35:13 AM and May 21, 2024, 2:45:23 AM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:wT6ckS7gR0OYtujtNbFdAg"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:9ANBAhokQyS3EWlD4rzsAw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-01-04 23:46:32"") OR ([ds6w:modified]>""2024-05-10 22:33:55"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:9ANBAhokQyS3EWlD4rzsAw"" that were modified before January 4, 2023, or after May 10, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:a-0W7FjdRimE3EOn6_8H3g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-03-06 13:10:22"") OR ([ds6w:modified]>""2024-05-17 13:53:55"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:a-0W7FjdRimE3EOn6_8H3g"" that were modified before March 6, 2024, 13:10:22 or after May 17, 2024, 13:53:55."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:492"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2011-10-06 08:17:00"") OR ([ds6w:modified]>""2024-05-10 12:02:07"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:492"" that were created before October 6, 2011, or after May 10, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:_W4b8LlpQAqlN9eAM50lhQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-09-01 20:50:41"") OR ([ds6w:modified]>""2024-05-09 17:48:21"")))","Find all posts, ideas, or questions in the community ""_W4b8LlpQAqlN9eAM50lhQ"" that were modified between September 1, 2023, and May 9, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:F_1bPrxvTwGHEmy-V8uRgw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-09-14 10:05:02"") OR ([ds6w:modified]>""2024-05-17 12:06:11"")))","Find all posts, ideas, or questions in the community F_1bPrxvTwGHEmy-V8uRgw, created between September 14, 2021, and May 17, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:0ARhVgRsQ2GuAyZy5PqREQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-02-14 12:00:07"") OR ([ds6w:modified]>""2022-10-25 13:12:23"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:0ARhVgRsQ2GuAyZy5PqREQ"" that were modified before February 14, 2022, 12:00:07 or after October 25, 2022, 13:12:23."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:uzcTLnz3Roawkk07t3kiSA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2022-06-20 12:33:45"") OR ([ds6w:modified]>""2022-12-16 18:06:52"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:uzcTLnz3Roawkk07t3kiSA"" that were modified before June 20, 2022, 12:33:45 PM or after December 16, 2022, 6:06:52 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:8WGUA8ofRAe840BAlMyUew"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-10-09 13:26:16"") OR ([ds6w:modified]>""2024-05-17 08:28:58"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:8WGUA8ofRAe840BAlMyUew"" that were modified before October 9, 2020, 13:26:16 or after May 17, 2024, 08:28:58."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:qlVDQQQGQ0iQSds1_4SaNQ"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:AawlvDrZSlOTJgfF_OI5sA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-02-02 16:47:32"") OR ([ds6w:modified]>""2024-05-16 15:34:08"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:AawlvDrZSlOTJgfF_OI5sA"" that were modified before February 2, 2023, or after May 16, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Gwe0kaItQOeHTRB9lY5Kow"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-06-03 15:07:19"") OR ([ds6w:modified]>""2024-05-16 08:55:47"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:Gwe0kaItQOeHTRB9lY5Kow"" created before June 3, 2019, or after May 16, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:EyOYCEgyTruZHcr_uFAkUg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-02-08 14:55:25"") OR ([ds6w:modified]>""2024-05-20 06:41:58"")))","Find all posts, ideas, or questions in the community EyOYCEgyTruZHcr_uFAkUg that were modified before February 8, 2021, or after May 20, 2024."
"[ds6w:modified] >= ""2024-05-21T05:49:23Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 5:49:23 AM that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:sPJBEy7TQLOEZtl_IeHK8Q"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-09-19 09:03:22"") OR ([ds6w:modified]>""2020-02-06 13:43:49"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:sPJBEy7TQLOEZtl_IeHK8Q"" that were modified before September 19, 2019, 09:03:22 or after February 6, 2020, 13:43:49."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:2447"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:-uXolgi_QambXvITcU9q6Q"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-05-01 02:44:27"") OR ([ds6w:modified]>""2024-05-20 15:07:35"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:-uXolgi_QambXvITcU9q6Q"" that were created before May 1, 2020, or after May 20, 2024."
"[ds6w:resourceUid]:(""d0e444bb-650d-4377-b41f-c2e4c5399a50"" BOR ""iam:iew"" BOR ""iam:akr6"" BOR ""f56541c5-88b9-4136-a900-cf5cb38d49e7"" BOR ""f888db16-deaf-4688-87b2-1cbd9f3670f4"")","Find resources with resource UID equal to ""d0e444bb-650d-4377-b41f-c2e4c5399a50"" or ""iam:iew"" or ""iam:akr6"" or ""f56541c5-88b9-4136-a900-cf5cb38d49e7"" or ""f888db16-deaf-4688-87b2-1cbd9f3670f4""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:Y_LO5a8kRHO7lvMaAcb4sQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-06-17 15:13:13"") OR ([ds6w:modified]>""2024-05-06 10:13:29"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:Y_LO5a8kRHO7lvMaAcb4sQ"" that were created before June 17, 2020, 15:13:13 or after May 6, 2024, 10:13:29."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:650"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:rt:9357"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:11Hy5CZdT9qL5jg-ZWjBjA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-05-29 07:16:43"") OR ([ds6w:modified]>""2024-05-15 06:25:37"")))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:11Hy5CZdT9qL5jg-ZWjBjA"" created before May 29, 2019, or after May 15, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:RpMvlfUqQqOO1TruiCtYXw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2023-07-11 17:37:37"") OR ([ds6w:modified]>""2024-04-23 20:16:41"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:RpMvlfUqQqOO1TruiCtYXw"" that were modified before July 11, 2023, or after April 23, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2069"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-01-13 19:44:26"") OR ([ds6w:modified]>""2024-05-09 09:09:35"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2069"" that were created before January 13, 2017, or after May 9, 2024."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:hbPzoQw3TjSpDeoG8Wy7vw"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:EcibbEP_S-mI8PJqyJGxwg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-03-04 21:32:20"") OR ([ds6w:modified]>""2024-05-20 14:44:09"")))","Find all posts, ideas, or questions in the community EcibbEP_S-mI8PJqyJGxwg, created before March 4, 2021, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:OWticodmShC6oP1RjlzCSQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-11-30 11:52:42"") OR ([ds6w:modified]>""2023-12-08 11:35:18"")))","Find all posts, ideas, or questions in the community OWticodmShC6oP1RjlzCSQ, created between November 30, 2021, 11:52:42 AM and December 8, 2023, 11:35:18 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1968"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-09-20 09:14:56"") OR ([ds6w:modified]>""2024-04-26 14:03:53"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1968"" that were created before September 20, 2016, 09:14:56 or after April 26, 2024, 14:03:53."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:I8SnFFpUS9aXjKLDf5EQbg"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:fW1u_MzcRmS4GRSam0IFvw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2024-03-01 22:08:14"") OR ([ds6w:modified]>""2024-05-01 13:09:50"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:fW1u_MzcRmS4GRSam0IFvw"" that were modified before March 1, 2024, or after May 1, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:DuK_lfdKQPuLXN9npbofgw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-01-24 21:52:27"") OR ([ds6w:modified]>""2024-05-15 20:28:28"")))","Find all posts, ideas, or questions in the community ""DuK_lfdKQPuLXN9npbofgw"" that were created before January 24, 2018, or after May 15, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2252"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-04-25 09:20:25"") OR ([ds6w:modified]>""2024-04-04 14:15:45"")))","Find all posts, ideas, or questions in the community 2252, created between April 25, 2017, 09:20:25 and April 4, 2024, 14:15:45, and modified before April 25, 2017, 09:20:25 or after April 4, 2024, 14:15:45."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:301"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2010-09-16 09:11:34"") OR ([ds6w:modified]>""2024-05-20 06:53:48"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:301"" that were created before September 16, 2010, 09:11:34 or after May 20, 2024, 06:53:48."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:l2Y5i2BmS0yP0iF9h2ySGw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-01-26 19:06:23"") OR ([ds6w:modified]>""2022-09-28 18:52:14"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:l2Y5i2BmS0yP0iF9h2ySGw"" that were modified before January 26, 2021, 19:06:23 or after September 28, 2022, 18:52:14."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:LJfH3z-NRgesxr12v_X7cQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-06-17 12:20:58"") OR ([ds6w:modified]>""2020-07-24 09:31:58"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:LJfH3z-NRgesxr12v_X7cQ"" created before June 17, 2020, 12:20:58 PM or after July 24, 2020, 9:31:58 AM."
